offer_id,offer_type,fa_title,en_title,upc_code,offer_calculation,accumulator_id,flag_offer_id,max_amount,amount_unit,only_full_rate
83646,voice,6000ت مکالمه ایرانسلی روزانه 1200ت(اعتبار اصلی),6000T onnet call Daily 1200T(Main Credit),8364683787,normal,,,,,
83647,voice,7500ت مکالمه ایرانسلی روزانه 1500ت(اعتبار اصلی),7500T onnet call Daily 1500T(Main Credit),8364783788,normal,,,,,
83648,voice,8500ت مکالمه ایرانسلی روزانه 1700ت(اعتبار اصلی),8500T onnet call Daily 1700T(Main Credit),8364883789,normal,,,,,
83649,voice,10000ت مکالمه ایرانسلی روزانه 2000ت(اعتبار اصلی),10000T onnet call Daily 2000T(Main Credit),8364983790,normal,,,,,
83650,voice,11000ت مکالمه ایرانسلی روزانه 2200ت(اعتبار اصلی),11000T onnet call Daily 2200T(Main Credit),8365083791,normal,,,,,
83651,voice,12500ت مکالمه ایرانسلی روزانه 2500ت(اعتبار اصلی),12500T onnet call Daily 2500T(Main Credit),8365183792,normal,,,,,
83652,voice,15000ت مکالمه ایرانسلی روزانه 3000ت(اعتبار اصلی),15000T onnet call Daily 3000T(Main Credit),8365283793,normal,,,,,
83653,voice,17500ت مکالمه ایرانسلی روزانه 3500ت(اعتبار اصلی),17500T onnet call Daily 3500T(Main Credit),8365383794,normal,,,,,
83654,voice,20000ت مکالمه ایرانسلی روزانه 4000ت(اعتبار اصلی),20000T onnet call Daily 4000T(Main Credit),8365483795,normal,,,,,
83655,voice,22500ت مکالمه ایرانسلی روزانه 4500ت(اعتبار اصلی),22500T onnet call Daily 4500T(Main Credit),8365583796,normal,,,,,
83656,voice,25000ت مکالمه ایرانسلی روزانه 5000ت(اعتبار اصلی),25000T onnet call Daily 5000T(Main Credit),8365683797,normal,,,,,
83657,voice,27500ت مکالمه ایرانسلی روزانه 5500ت(اعتبار اصلی),27500T onnet call Daily 5500T(Main Credit),8365783798,normal,,,,,
83658,voice,30000ت مکالمه ایرانسلی روزانه 6000ت(اعتبار اصلی),30000T onnet call Daily 6000T(Main Credit),8365883799,normal,,,,,
83659,voice,35000ت مکالمه ایرانسلی روزانه 7000ت(اعتبار اصلی),35000T onnet call Daily 7000T(Main Credit),8365983800,normal,,,,,
83660,voice,40000ت مکالمه ایرانسلی روزانه 8000ت(اعتبار اصلی),40000T onnet call Daily 8000T(Main Credit),8366083801,normal,,,,,
83661,voice,45000ت مکالمه ایرانسلی روزانه 9000ت(اعتبار اصلی),45000T onnet call Daily 9000T(Main Credit),8366183802,normal,,,,,
83662,voice,50000ت مکالمه ایرانسلی روزانه 10000ت(اعتبار اصلی),50000T onnet call Daily 10000T(Main Credit),8366283803,normal,,,,,
83663,voice,5000ت مکالمه ایرانسلی هفتگی 1000ت(اعتبار اصلی),5000T onnet call Weekly 1000T(Main Credit),8366383804,normal,,,,,
83664,voice,5500ت مکالمه ایرانسلی هفتگی 1100ت(اعتبار اصلی),5500T onnet call Weekly 1100T(Main Credit),8366483805,normal,,,,,
83665,voice,6000ت مکالمه ایرانسلی هفتگی 1200ت(اعتبار اصلی),6000T onnet call Weekly 1200T(Main Credit),8366583806,normal,,,,,
83666,voice,7500ت مکالمه ایرانسلی هفتگی 1500ت(اعتبار اصلی),7500T onnet call Weekly 1500T(Main Credit),8366683807,normal,,,,,
83667,voice,9000ت مکالمه ایرانسلی هفتگی 1800ت(اعتبار اصلی),9000T onnet call Weekly 1800T(Main Credit),8366783808,normal,,,,,
83668,voice,10000ت مکالمه ایرانسلی هفتگی 2000ت(اعتبار اصلی),10000T onnet call Weekly 2000T(Main Credit),8366883809,normal,,,,,
83669,voice,12500ت مکالمه ایرانسلی هفتگی 2500ت(اعتبار اصلی),12500T onnet call Weekly 2500T(Main Credit),8366983810,normal,,,,,
83670,voice,15000ت مکالمه ایرانسلی هفتگی 3000ت(اعتبار اصلی),15000T onnet call Weekly 3000T(Main Credit),8367083811,normal,,,,,
83671,voice,17500ت مکالمه ایرانسلی هفتگی 3500ت(اعتبار اصلی),17500T onnet call Weekly 3500T(Main Credit),8367183812,normal,,,,,
83672,voice,20000ت مکالمه ایرانسلی هفتگی 4000ت(اعتبار اصلی),20000T onnet call Weekly 4000T(Main Credit),8367283813,normal,,,,,
83673,voice,22500ت مکالمه ایرانسلی هفتگی 4500ت(اعتبار اصلی),22500T onnet call Weekly 4500T(Main Credit),8367383814,normal,,,,,
83674,voice,25000ت مکالمه ایرانسلی هفتگی 5000ت(اعتبار اصلی),25000T onnet call Weekly 5000T(Main Credit),8367483815,normal,,,,,
83675,voice,27500ت مکالمه ایرانسلی هفتگی 5500ت(اعتبار اصلی),27500T onnet call Weekly 5500T(Main Credit),8367583816,normal,,,,,
83676,voice,30000ت مکالمه ایرانسلی هفتگی 6000ت(اعتبار اصلی),30000T onnet call Weekly 6000T(Main Credit),8367683817,normal,,,,,
83677,voice,33000ت مکالمه ایرانسلی هفتگی 6600ت(اعتبار اصلی),33000T onnet call Weekly 6600T(Main Credit),8367783818,normal,,,,,
83678,voice,35000ت مکالمه ایرانسلی هفتگی 7000ت(اعتبار اصلی),35000T onnet call Weekly 7000T(Main Credit),8367883819,normal,,,,,
83679,voice,38500ت مکالمه ایرانسلی هفتگی 7700ت(اعتبار اصلی),38500T onnet call Weekly 7700T(Main Credit),8367983820,normal,,,,,
83680,voice,40000ت مکالمه ایرانسلی هفتگی 8000ت(اعتبار اصلی),40000T onnet call Weekly 8000T(Main Credit),8368083821,normal,,,,,
83681,voice,44000ت مکالمه ایرانسلی هفتگی 8800ت(اعتبار اصلی),44000T onnet call Weekly 8800T(Main Credit),8368183822,normal,,,,,
83682,voice,47000ت مکالمه ایرانسلی هفتگی 9400ت(اعتبار اصلی),47000T onnet call Weekly 9400T(Main Credit),8368283823,normal,,,,,
83683,voice,50000ت مکالمه ایرانسلی هفتگی 10000ت(اعتبار اصلی),50000T onnet call Weekly 10000T(Main Credit),8368383824,normal,,,,,
83684,voice,55000ت مکالمه ایرانسلی هفتگی 11000ت(اعتبار اصلی),55000T onnet call Weekly 11000T(Main Credit),8368483825,normal,,,,,
83685,voice,60000ت مکالمه ایرانسلی هفتگی 12000ت(اعتبار اصلی),60000T onnet call Weekly 12000T(Main Credit),8368583826,normal,,,,,
83686,voice,65000ت مکالمه ایرانسلی هفتگی 13000ت(اعتبار اصلی),65000T onnet call Weekly 13000T(Main Credit),8368683827,normal,,,,,
83687,voice,70000ت مکالمه ایرانسلی هفتگی 14000ت(اعتبار اصلی),70000T onnet call Weekly 14000T(Main Credit),8368783828,normal,,,,,
83688,voice,80000ت مکالمه ایرانسلی هفتگی 16000ت(اعتبار اصلی),80000T onnet call Weekly 16000T(Main Credit),8368883829,normal,,,,,
83689,voice,90000ت مکالمه ایرانسلی هفتگی 18000ت(اعتبار اصلی),90000T onnet call Weekly 18000T(Main Credit),8368983830,normal,,,,,
83690,voice,100000ت مکالمه ایرانسلی هفتگی 20000ت(اعتبار اصلی),100000T onnet call Weekly 20000T(Main Credit),8369083831,normal,,,,,
83691,voice,110000ت مکالمه ایرانسلی هفتگی 22000ت(اعتبار اصلی),110000T onnet call Weekly 22000T(Main Credit),8369183832,normal,,,,,
83692,voice,125000ت مکالمه ایرانسلی هفتگی 25000ت(اعتبار اصلی),125000T onnet call Weekly 25000T(Main Credit),8369283833,normal,,,,,
83693,voice,150000ت مکالمه ایرانسلی هفتگی 30000ت(اعتبار اصلی),150000T onnet call Weekly 30000T(Main Credit),8369383834,normal,,,,,
83694,voice,15000ت مکالمه ایرانسلی 15روزه 3000ت(اعتبار اصلی),15000T onnet call for 15Days 3000T(Main Credit),8369483835,normal,,,,,
83695,voice,17500ت مکالمه ایرانسلی 15روزه 3500ت(اعتبار اصلی),17500T onnet call for 15Days 3500T(Main Credit),8369583836,normal,,,,,
83696,voice,20000ت مکالمه ایرانسلی 15روزه 4000ت(اعتبار اصلی),20000T onnet call for 15Days 4000T(Main Credit),8369683837,normal,,,,,
83697,voice,22500ت مکالمه ایرانسلی 15روزه 4500ت(اعتبار اصلی),22500T onnet call for 15Days 4500T(Main Credit),8369783838,normal,,,,,
83698,voice,25000ت مکالمه ایرانسلی 15روزه 5000ت(اعتبار اصلی),25000T onnet call for 15Days 5000T(Main Credit),8369883839,normal,,,,,
83699,voice,27500ت مکالمه ایرانسلی 15روزه 5500ت(اعتبار اصلی),27500T onnet call for 15Days 5500T(Main Credit),8369983840,normal,,,,,
83700,voice,30000ت مکالمه ایرانسلی 15روزه 6000ت(اعتبار اصلی),30000T onnet call for 15Days 6000T(Main Credit),8370083841,normal,,,,,
83701,voice,35000ت مکالمه ایرانسلی 15روزه 7000ت(اعتبار اصلی),35000T onnet call for 15Days 7000T(Main Credit),8370183842,normal,,,,,
83702,voice,40000ت مکالمه ایرانسلی 15روزه 8000ت(اعتبار اصلی),40000T onnet call for 15Days 8000T(Main Credit),8370283843,normal,,,,,
83703,voice,45000ت مکالمه ایرانسلی 15روزه 9000ت(اعتبار اصلی),45000T onnet call for 15Days 9000T(Main Credit),8370383844,normal,,,,,
83704,voice,50000ت مکالمه ایرانسلی 15روزه 10000ت(اعتبار اصلی),50000T onnet call for 15Days 10000T(Main Credit),8370483845,normal,,,,,
83705,voice,55000ت مکالمه ایرانسلی 15روزه 11000ت(اعتبار اصلی),55000T onnet call for 15Days 11000T(Main Credit),8370583846,normal,,,,,
83706,voice,60000ت مکالمه ایرانسلی 15روزه 12000ت(اعتبار اصلی),60000T onnet call for 15Days 12000T(Main Credit),8370683847,normal,,,,,
83707,voice,65000ت مکالمه ایرانسلی 15روزه 13000ت(اعتبار اصلی),65000T onnet call for 15Days 13000T(Main Credit),8370783848,normal,,,,,
83708,voice,70000ت مکالمه ایرانسلی 15روزه 14000ت(اعتبار اصلی),70000T onnet call for 15Days 14000T(Main Credit),8370883849,normal,,,,,
83709,voice,75000ت مکالمه ایرانسلی 15روزه 15000ت(اعتبار اصلی),75000T onnet call for 15Days 15000T(Main Credit),8370983850,normal,,,,,
83710,voice,85000ت مکالمه ایرانسلی 15روزه 17000ت(اعتبار اصلی),85000T onnet call for 15Days 17000T(Main Credit),8371083851,normal,,,,,
83711,voice,95000ت مکالمه ایرانسلی 15روزه 19000ت(اعتبار اصلی),95000T onnet call for 15Days 19000T(Main Credit),8371183852,normal,,,,,
83712,voice,105000ت مکالمه ایرانسلی 15روزه 21000ت(اعتبار اصلی),105000T onnet call for 15Days 21000T(Main Credit),8371283853,normal,,,,,
83713,voice,115000ت مکالمه ایرانسلی 15روزه 23000ت(اعتبار اصلی),115000T onnet call for 15Days 23000T(Main Credit),8371383854,normal,,,,,
83714,voice,125000ت مکالمه ایرانسلی 15روزه 25000ت(اعتبار اصلی),125000T onnet call for 15Days 25000T(Main Credit),8371483855,normal,,,,,
83715,voice,135000ت مکالمه ایرانسلی 15روزه 27000ت(اعتبار اصلی),135000T onnet call for 15Days 27000T(Main Credit),8371583856,normal,,,,,
83716,voice,150000ت مکالمه ایرانسلی 15روزه 30000ت(اعتبار اصلی),150000T onnet call for 15Days 30000T(Main Credit),8371683857,normal,,,,,
83717,voice,175000ت مکالمه ایرانسلی 15روزه 35000ت(اعتبار اصلی),175000T onnet call for 15Days 35000T(Main Credit),8371783858,normal,,,,,
83718,voice,200000ت مکالمه ایرانسلی 15روزه 40000ت(اعتبار اصلی),200000T onnet call for 15Days 40000T(Main Credit),8371883859,normal,,,,,
83719,voice,225000ت مکالمه ایرانسلی 15روزه 45000ت(اعتبار اصلی),225000T onnet call for 15Days 45000T(Main Credit),8371983860,normal,,,,,
83720,voice,250000ت مکالمه ایرانسلی 15روزه 50000ت(اعتبار اصلی),250000T onnet call for 15Days 50000T(Main Credit),8372083861,normal,,,,,
83721,voice,275000ت مکالمه ایرانسلی 15روزه 55000ت(اعتبار اصلی),275000T onnet call for 15Days 55000T(Main Credit),8372183862,normal,,,,,
83722,voice,300000ت مکالمه ایرانسلی 15روزه 60000ت(اعتبار اصلی),300000T onnet call for 15Days 60000T(Main Credit),8372283863,normal,,,,,
83723,voice,1500ت مکالمه ایرانسلی ماهانه 300ت(اعتبار اصلی),1500T onnet call monthly 300T(Main Credit),8372383864,normal,,,,,
83724,voice,3000ت مکالمه ایرانسلی ماهانه 600ت(اعتبار اصلی),3000T onnet call monthly 600T(Main Credit),8372483865,normal,,,,,
83725,voice,4500ت مکالمه ایرانسلی ماهانه 900ت(اعتبار اصلی),4500T onnet call monthly 900T(Main Credit),8372583866,normal,,,,,
83726,voice,6000ت مکالمه ایرانسلی ماهانه 1200ت(اعتبار اصلی),6000T onnet call monthly 1200T(Main Credit),8372683867,normal,,,,,
83727,voice,7500ت مکالمه ایرانسلی ماهانه 1500ت(اعتبار اصلی),7500T onnet call monthly 1500T(Main Credit),8372783868,normal,,,,,
83728,voice,10000ت مکالمه ایرانسلی ماهانه 2000ت(اعتبار اصلی),10000T onnet call monthly 2000T(Main Credit),8372883869,normal,,,,,
83729,voice,11000ت مکالمه ایرانسلی ماهانه 2200ت(اعتبار اصلی),11000T onnet call monthly 2200T(Main Credit),8372983870,normal,,,,,
83730,voice,12500ت مکالمه ایرانسلی ماهانه 2500ت(اعتبار اصلی),12500T onnet call monthly 2500T(Main Credit),8373083871,normal,,,,,
83731,voice,15000ت مکالمه ایرانسلی ماهانه 3000ت(اعتبار اصلی),15000T onnet call monthly 3000T(Main Credit),8373183872,normal,,,,,
83732,voice,17500ت مکالمه ایرانسلی ماهانه 3500ت(اعتبار اصلی),17500T onnet call monthly 3500T(Main Credit),8373283873,normal,,,,,
83733,voice,20000ت مکالمه ایرانسلی ماهانه 4000ت(اعتبار اصلی),20000T onnet call monthly 4000T(Main Credit),8373383874,normal,,,,,
83734,voice,22500ت مکالمه ایرانسلی ماهانه 4500ت(اعتبار اصلی),22500T onnet call monthly 4500T(Main Credit),8373483875,normal,,,,,
83735,voice,25000ت مکالمه ایرانسلی ماهانه 5000ت(اعتبار اصلی),25000T onnet call monthly 5000T(Main Credit),8373583876,normal,,,,,
83736,voice,27500ت مکالمه ایرانسلی ماهانه 5500ت(اعتبار اصلی),27500T onnet call monthly 5500T(Main Credit),8373683877,normal,,,,,
83737,voice,30000ت مکالمه ایرانسلی ماهانه 6000ت(اعتبار اصلی),30000T onnet call monthly 6000T(Main Credit),8373783878,normal,,,,,
83738,voice,32500ت مکالمه ایرانسلی ماهانه 6500ت(اعتبار اصلی),32500T onnet call monthly 6500T(Main Credit),8373883879,normal,,,,,
83739,voice,35000ت مکالمه ایرانسلی ماهانه 7000ت(اعتبار اصلی),35000T onnet call monthly 7000T(Main Credit),8373983880,normal,,,,,
83740,voice,37500ت مکالمه ایرانسلی ماهانه 7500ت(اعتبار اصلی),37500T onnet call monthly 7500T(Main Credit),8374083881,normal,,,,,
83741,voice,40000ت مکالمه ایرانسلی ماهانه 8000ت(اعتبار اصلی),40000T onnet call monthly 8000T(Main Credit),8374183882,normal,,,,,
83742,voice,42500ت مکالمه ایرانسلی ماهانه 8500ت(اعتبار اصلی),42500T onnet call monthly 8500T(Main Credit),8374283883,normal,,,,,
83743,voice,45000ت مکالمه ایرانسلی ماهانه 9000ت(اعتبار اصلی),45000T onnet call monthly 9000T(Main Credit),8374383884,normal,,,,,
83744,voice,47500ت مکالمه ایرانسلی ماهانه 9500ت(اعتبار اصلی),47500T onnet call monthly 9500T(Main Credit),8374483885,normal,,,,,
83745,voice,50000ت مکالمه ایرانسلی ماهانه 10000ت(اعتبار اصلی),50000T onnet call monthly 10000T(Main Credit),8374583886,normal,,,,,
83746,voice,55000ت مکالمه ایرانسلی ماهانه 11000ت(اعتبار اصلی),55000T onnet call monthly 11000T(Main Credit),8374683887,normal,,,,,
83747,voice,60000ت مکالمه ایرانسلی ماهانه 12000ت(اعتبار اصلی),60000T onnet call monthly 12000T(Main Credit),8374783888,normal,,,,,
83748,voice,65000ت مکالمه ایرانسلی ماهانه 13000ت(اعتبار اصلی),65000T onnet call monthly 13000T(Main Credit),8374883889,normal,,,,,
83749,voice,70000ت مکالمه ایرانسلی ماهانه 14000ت(اعتبار اصلی),70000T onnet call monthly 14000T(Main Credit),8374983890,normal,,,,,
83750,voice,75000ت مکالمه ایرانسلی ماهانه 15000ت(اعتبار اصلی),75000T onnet call monthly 15000T(Main Credit),8375083891,normal,,,,,
83751,voice,80000ت مکالمه ایرانسلی ماهانه 16000ت(اعتبار اصلی),80000T onnet call monthly 16000T(Main Credit),8375183892,normal,,,,,
83752,voice,85000ت مکالمه ایرانسلی ماهانه 17000ت(اعتبار اصلی),85000T onnet call monthly 17000T(Main Credit),8375283893,normal,,,,,
83753,voice,90000ت مکالمه ایرانسلی ماهانه 18000ت(اعتبار اصلی),90000T onnet call monthly 18000T(Main Credit),8375383894,normal,,,,,
83754,voice,95000ت مکالمه ایرانسلی ماهانه 19000ت(اعتبار اصلی),95000T onnet call monthly 19000T(Main Credit),8375483895,normal,,,,,
83755,voice,100000ت مکالمه ایرانسلی ماهانه 20000ت(اعتبار اصلی),100000T onnet call monthly 20000T(Main Credit),8375583896,normal,,,,,
83756,voice,105000ت مکالمه ایرانسلی ماهانه 21000ت(اعتبار اصلی),105000T onnet call monthly 21000T(Main Credit),8375683897,normal,,,,,
83757,voice,115000ت مکالمه ایرانسلی ماهانه 23000ت(اعتبار اصلی),115000T onnet call monthly 23000T(Main Credit),8375783898,normal,,,,,
83758,voice,120000ت مکالمه ایرانسلی ماهانه 24000ت(اعتبار اصلی),120000T onnet call monthly 24000T(Main Credit),8375883899,normal,,,,,
83759,voice,125000ت مکالمه ایرانسلی ماهانه 25000ت(اعتبار اصلی),125000T onnet call monthly 25000T(Main Credit),8375983900,normal,,,,,
83760,voice,135000ت مکالمه ایرانسلی ماهانه 27000ت(اعتبار اصلی),135000T onnet call monthly 27000T(Main Credit),8376083901,normal,,,,,
83761,voice,150000ت مکالمه ایرانسلی ماهانه 30000ت(اعتبار اصلی),150000T onnet call monthly 30000T(Main Credit),8376183902,normal,,,,,
83762,voice,165000ت مکالمه ایرانسلی ماهانه 33000ت(اعتبار اصلی),165000T onnet call monthly 33000T(Main Credit),8376283903,normal,,,,,
83763,voice,180000ت مکالمه ایرانسلی ماهانه 36000ت(اعتبار اصلی),180000T onnet call monthly 36000T(Main Credit),8376383904,normal,,,,,
83764,voice,200000ت مکالمه ایرانسلی ماهانه 40000ت(اعتبار اصلی),200000T onnet call monthly 40000T(Main Credit),8376483905,normal,,,,,
83765,voice,225000ت مکالمه ایرانسلی ماهانه 45000ت(اعتبار اصلی),225000T onnet call monthly 45000T(Main Credit),8376583906,normal,,,,,
83766,voice,250000ت مکالمه ایرانسلی ماهانه 50000ت(اعتبار اصلی),250000T onnet call monthly 50000T(Main Credit),8376683907,normal,,,,,
83767,voice,275000ت مکالمه ایرانسلی ماهانه 55000ت(اعتبار اصلی),275000T onnet call monthly 55000T(Main Credit),8376783908,normal,,,,,
83768,voice,300000ت مکالمه ایرانسلی ماهانه 60000ت(اعتبار اصلی),300000T onnet call monthly 60000T(Main Credit),8376883909,normal,,,,,
83769,voice,330000ت مکالمه ایرانسلی ماهانه 66000ت(اعتبار اصلی),330000T onnet call monthly 66000T(Main Credit),8376983910,normal,,,,,
83770,voice,350000ت مکالمه ایرانسلی ماهانه 70000ت(اعتبار اصلی),350000T onnet call monthly 70000T(Main Credit),8377083911,normal,,,,,
83771,voice,400000ت مکالمه ایرانسلی ماهانه 80000ت(اعتبار اصلی),400000T onnet call monthly 80000T(Main Credit),8377183912,normal,,,,,
83772,voice,450000ت مکالمه ایرانسلی ماهانه 90000ت(اعتبار اصلی),450000T onnet call monthly 90000T(Main Credit),8377283913,normal,,,,,
83773,voice,500000ت مکالمه ایرانسلی ماهانه 100000ت(اعتبار اصلی),500000T onnet call monthly 100000T(Main Credit),8377383914,normal,,,,,
83774,voice,550000ت مکالمه ایرانسلی ماهانه 110000ت(اعتبار اصلی),550000T onnet call monthly 110000T(Main Credit),8377483915,normal,,,,,
83775,voice,600000ت مکالمه ایرانسلی ماهانه 120000ت(اعتبار اصلی),600000T onnet call monthly 120000T(Main Credit),8377583916,normal,,,,,
83776,voice,650000ت مکالمه ایرانسلی ماهانه 130000ت(اعتبار اصلی),650000T onnet call monthly 130000T(Main Credit),8377683917,normal,,,,,
83777,voice,700000ت مکالمه ایرانسلی ماهانه 140000ت(اعتبار اصلی),700000T onnet call monthly 140000T(Main Credit),8377783918,normal,,,,,
83778,voice,750000ت مکالمه ایرانسلی ماهانه 150000ت(اعتبار اصلی),750000T onnet call monthly 150000T(Main Credit),8377883919,normal,,,,,
83779,voice,800000ت مکالمه ایرانسلی ماهانه 160000ت(اعتبار اصلی),800000T onnet call monthly 160000T(Main Credit),8377983920,normal,,,,,
83780,voice,850000ت مکالمه ایرانسلی ماهانه 170000ت(اعتبار اصلی),850000T onnet call monthly 170000T(Main Credit),8378083921,normal,,,,,
83781,voice,900000ت مکالمه ایرانسلی ماهانه 180000ت(اعتبار اصلی),900000T onnet call monthly 180000T(Main Credit),8378183922,normal,,,,,
83782,voice,950000ت مکالمه ایرانسلی ماهانه 190000ت(اعتبار اصلی),950000T onnet call monthly 190000T(Main Credit),8378283923,normal,,,,,
83783,voice,1000000ت مکالمه ایرانسلی ماهانه 200000ت(اعتبار اصلی),1000000T onnet call monthly 200000T(Main Credit),8378383924,normal,,,,,
83784,voice,2500ت مکالمه ایرانسلی روزانه 500ت(اعتبار هدیه),2500T onnet call Daily 500T(Free Credit),8364383784,normal,,,,,
83785,voice,3000ت مکالمه ایرانسلی روزانه 600ت(اعتبار هدیه),3000T onnet call Daily 600T(Free Credit),8364483785,normal,,,,,
83786,voice,5000ت مکالمه ایرانسلی روزانه 1000ت(اعتبار هدیه),5000T onnet call Daily 1000T(Free Credit),8364583786,normal,,,,,
83787,voice,6000ت مکالمه ایرانسلی روزانه 1200ت(اعتبار هدیه),6000T onnet call Daily 1200T(Free Credit),8364683787,normal,,,,,
83788,voice,7500ت مکالمه ایرانسلی روزانه 1500ت(اعتبار هدیه),7500T onnet call Daily 1500T(Free Credit),8364783788,normal,,,,,
83789,voice,8500ت مکالمه ایرانسلی روزانه 1700ت(اعتبار هدیه),8500T onnet call Daily 1700T(Free Credit),8364883789,normal,,,,,
83790,voice,10000ت مکالمه ایرانسلی روزانه 2000ت(اعتبار هدیه),10000T onnet call Daily 2000T(Free Credit),8364983790,normal,,,,,
83791,voice,11000ت مکالمه ایرانسلی روزانه 2200ت(اعتبار هدیه),11000T onnet call Daily 2200T(Free Credit),8365083791,normal,,,,,
83792,voice,12500ت مکالمه ایرانسلی روزانه 2500ت(اعتبار هدیه),12500T onnet call Daily 2500T(Free Credit),8365183792,normal,,,,,
83793,voice,15000ت مکالمه ایرانسلی روزانه 3000ت(اعتبار هدیه),15000T onnet call Daily 3000T(Free Credit),8365283793,normal,,,,,
83794,voice,17500ت مکالمه ایرانسلی روزانه 3500ت(اعتبار هدیه),17500T onnet call Daily 3500T(Free Credit),8365383794,normal,,,,,
83795,voice,20000ت مکالمه ایرانسلی روزانه 4000ت(اعتبار هدیه),20000T onnet call Daily 4000T(Free Credit),8365483795,normal,,,,,
83796,voice,22500ت مکالمه ایرانسلی روزانه 4500ت(اعتبار هدیه),22500T onnet call Daily 4500T(Free Credit),8365583796,normal,,,,,
83797,voice,25000ت مکالمه ایرانسلی روزانه 5000ت(اعتبار هدیه),25000T onnet call Daily 5000T(Free Credit),8365683797,normal,,,,,
83798,voice,27500ت مکالمه ایرانسلی روزانه 5500ت(اعتبار هدیه),27500T onnet call Daily 5500T(Free Credit),8365783798,normal,,,,,
83799,voice,30000ت مکالمه ایرانسلی روزانه 6000ت(اعتبار هدیه),30000T onnet call Daily 6000T(Free Credit),8365883799,normal,,,,,
83800,voice,35000ت مکالمه ایرانسلی روزانه 7000ت(اعتبار هدیه),35000T onnet call Daily 7000T(Free Credit),8365983800,normal,,,,,
83801,voice,40000ت مکالمه ایرانسلی روزانه 8000ت(اعتبار هدیه),40000T onnet call Daily 8000T(Free Credit),8366083801,normal,,,,,
83802,voice,45000ت مکالمه ایرانسلی روزانه 9000ت(اعتبار هدیه),45000T onnet call Daily 9000T(Free Credit),8366183802,normal,,,,,
83803,voice,50000ت مکالمه ایرانسلی روزانه 10000ت(اعتبار هدیه),50000T onnet call Daily 10000T(Free Credit),8366283803,normal,,,,,
83804,voice,5000ت مکالمه ایرانسلی هفتگی 1000ت(اعتبار هدیه),5000T onnet call Weekly 1000T(Free Credit),8366383804,normal,,,,,
83805,voice,5500ت مکالمه ایرانسلی هفتگی 1100ت(اعتبار هدیه),5500T onnet call Weekly 1100T(Free Credit),8366483805,normal,,,,,
83806,voice,6000ت مکالمه ایرانسلی هفتگی 1200ت(اعتبار هدیه),6000T onnet call Weekly 1200T(Free Credit),8366583806,normal,,,,,
83807,voice,7500ت مکالمه ایرانسلی هفتگی 1500ت(اعتبار هدیه),7500T onnet call Weekly 1500T(Free Credit),8366683807,normal,,,,,
83808,voice,9000ت مکالمه ایرانسلی هفتگی 1800ت(اعتبار هدیه),9000T onnet call Weekly 1800T(Free Credit),8366783808,normal,,,,,
83809,voice,10000ت مکالمه ایرانسلی هفتگی 2000ت(اعتبار هدیه),10000T onnet call Weekly 2000T(Free Credit),8366883809,normal,,,,,
83810,voice,12500ت مکالمه ایرانسلی هفتگی 2500ت(اعتبار هدیه),12500T onnet call Weekly 2500T(Free Credit),8366983810,normal,,,,,
83811,voice,15000ت مکالمه ایرانسلی هفتگی 3000ت(اعتبار هدیه),15000T onnet call Weekly 3000T(Free Credit),8367083811,normal,,,,,
83812,voice,17500ت مکالمه ایرانسلی هفتگی 3500ت(اعتبار هدیه),17500T onnet call Weekly 3500T(Free Credit),8367183812,normal,,,,,
83813,voice,20000ت مکالمه ایرانسلی هفتگی 4000ت(اعتبار هدیه),20000T onnet call Weekly 4000T(Free Credit),8367283813,normal,,,,,
83814,voice,22500ت مکالمه ایرانسلی هفتگی 4500ت(اعتبار هدیه),22500T onnet call Weekly 4500T(Free Credit),8367383814,normal,,,,,
83815,voice,25000ت مکالمه ایرانسلی هفتگی 5000ت(اعتبار هدیه),25000T onnet call Weekly 5000T(Free Credit),8367483815,normal,,,,,
83816,voice,27500ت مکالمه ایرانسلی هفتگی 5500ت(اعتبار هدیه),27500T onnet call Weekly 5500T(Free Credit),8367583816,normal,,,,,
83817,voice,30000ت مکالمه ایرانسلی هفتگی 6000ت(اعتبار هدیه),30000T onnet call Weekly 6000T(Free Credit),8367683817,normal,,,,,
83818,voice,33000ت مکالمه ایرانسلی هفتگی 6600ت(اعتبار هدیه),33000T onnet call Weekly 6600T(Free Credit),8367783818,normal,,,,,
83819,voice,35000ت مکالمه ایرانسلی هفتگی 7000ت(اعتبار هدیه),35000T onnet call Weekly 7000T(Free Credit),8367883819,normal,,,,,
83820,voice,38500ت مکالمه ایرانسلی هفتگی 7700ت(اعتبار هدیه),38500T onnet call Weekly 7700T(Free Credit),8367983820,normal,,,,,
83821,voice,40000ت مکالمه ایرانسلی هفتگی 8000ت(اعتبار هدیه),40000T onnet call Weekly 8000T(Free Credit),8368083821,normal,,,,,
83822,voice,44000ت مکالمه ایرانسلی هفتگی 8800ت(اعتبار هدیه),44000T onnet call Weekly 8800T(Free Credit),8368183822,normal,,,,,
83823,voice,47000ت مکالمه ایرانسلی هفتگی 9400ت(اعتبار هدیه),47000T onnet call Weekly 9400T(Free Credit),8368283823,normal,,,,,
83824,voice,50000ت مکالمه ایرانسلی هفتگی 10000ت(اعتبار هدیه),50000T onnet call Weekly 10000T(Free Credit),8368383824,normal,,,,,
83825,voice,55000ت مکالمه ایرانسلی هفتگی 11000ت(اعتبار هدیه),55000T onnet call Weekly 11000T(Free Credit),8368483825,normal,,,,,
