offer_id,offer_type,fa_title,en_title,upc_code,offer_calculation,accumulator_id,flag_offer_id,max_amount,amount_unit,only_full_rate
81557,voice,47000ت مکالمه ایرانسلی هفتگی 9400ت(اعتبار اصلی),47000T onnet call Weekly 9400T (Main credit),8155781748,normal,,,,,
81558,voice,50000ت مکالمه ایرانسلی هفتگی 10000ت(اعتبار اصلی),50000T onnet call Weekly 10000T (Main credit),8155881749,normal,,,,,
81559,voice,55000ت مکالمه ایرانسلی هفتگی 11000ت(اعتبار اصلی),55000T onnet call Weekly 11000T (Main credit),8155981750,normal,,,,,
81560,voice,60000ت مکالمه ایرانسلی هفتگی 12000ت(اعتبار اصلی),60000T onnet call Weekly 12000T (Main credit),8156081751,normal,,,,,
81561,voice,65000ت مکالمه ایرانسلی هفتگی 13000ت(اعتبار اصلی),65000T onnet call Weekly 13000T (Main credit),8156181752,normal,,,,,
81562,voice,70000ت مکالمه ایرانسلی هفتگی 14000ت(اعتبار اصلی),70000T onnet call Weekly 14000T (Main credit),8156281753,normal,,,,,
81563,voice,80000ت مکالمه ایرانسلی هفتگی 16000ت(اعتبار اصلی),80000T onnet call Weekly 16000T (Main credit),8156381754,normal,,,,,
81564,voice,90000ت مکالمه ایرانسلی هفتگی 18000ت(اعتبار اصلی),90000T onnet call Weekly 18000T (Main credit),8156481755,normal,,,,,
81565,voice,100000ت مکالمه ایرانسلی هفتگی 20000ت(اعتبار اصلی),100000T onnet call Weekly 20000T (Main credit),8156581756,normal,,,,,
81566,voice,110000ت مکالمه ایرانسلی هفتگی 22000ت(اعتبار اصلی),110000T onnet call Weekly 22000T (Main credit),8156681757,normal,,,,,
81567,voice,125000ت مکالمه ایرانسلی هفتگی 25000ت(اعتبار اصلی),125000T onnet call Weekly 25000T (Main credit),8156781758,normal,,,,,
81568,voice,150000ت مکالمه ایرانسلی هفتگی 30000ت(اعتبار اصلی),150000T onnet call Weekly 30000T (Main credit),8156881759,normal,,,,,
81569,voice,15000ت مکالمه ایرانسلی 15روزه 3000ت(اعتبار اصلی),15000T onnet call for 15Days 3000T (Main credit),8156981760,normal,,,,,
81570,voice,17500ت مکالمه ایرانسلی 15روزه 3500ت(اعتبار اصلی),17500T onnet call for 15Days 3500T (Main credit),8157081761,normal,,,,,
81571,voice,20000ت مکالمه ایرانسلی 15روزه 4000ت(اعتبار اصلی),20000T onnet call for 15Days 4000T (Main credit),8157181762,normal,,,,,
81572,voice,22500ت مکالمه ایرانسلی 15روزه 4500ت(اعتبار اصلی),22500T onnet call for 15Days 4500T (Main credit),8157281763,normal,,,,,
81573,voice,25000ت مکالمه ایرانسلی 15روزه 5000ت(اعتبار اصلی),25000T onnet call for 15Days 5000T (Main credit),8157381764,normal,,,,,
81574,voice,27500ت مکالمه ایرانسلی 15روزه 5500ت(اعتبار اصلی),27500T onnet call for 15Days 5500T (Main credit),8157481765,normal,,,,,
81575,voice,30000ت مکالمه ایرانسلی 15روزه 6000ت(اعتبار اصلی),30000T onnet call for 15Days 6000T (Main credit),8157581766,normal,,,,,
81576,voice,35000ت مکالمه ایرانسلی 15روزه 7000ت(اعتبار اصلی),35000T onnet call for 15Days 7000T (Main credit),8157681767,normal,,,,,
81577,voice,40000ت مکالمه ایرانسلی 15روزه 8000ت(اعتبار اصلی),40000T onnet call for 15Days 8000T (Main credit),8157781768,normal,,,,,
81578,voice,45000ت مکالمه ایرانسلی 15روزه 9000ت(اعتبار اصلی),45000T onnet call for 15Days 9000T (Main credit),8157881769,normal,,,,,
81579,voice,50000ت مکالمه ایرانسلی 15روزه 10000ت(اعتبار اصلی),50000T onnet call for 15Days 10000T (Main credit),8157981770,normal,,,,,
81580,voice,55000ت مکالمه ایرانسلی 15روزه 11000ت(اعتبار اصلی),55000T onnet call for 15Days 11000T (Main credit),8158081771,normal,,,,,
81581,voice,60000ت مکالمه ایرانسلی 15روزه 12000ت(اعتبار اصلی),60000T onnet call for 15Days 12000T (Main credit),8158181772,normal,,,,,
81582,voice,65000ت مکالمه ایرانسلی 15روزه 13000ت(اعتبار اصلی),65000T onnet call for 15Days 13000T (Main credit),8158281773,normal,,,,,
81583,voice,70000ت مکالمه ایرانسلی 15روزه 14000ت(اعتبار اصلی),70000T onnet call for 15Days 14000T (Main credit),8158381774,normal,,,,,
81584,voice,75000ت مکالمه ایرانسلی 15روزه 15000ت(اعتبار اصلی),75000T onnet call for 15Days 15000T (Main credit),8158481775,normal,,,,,
81585,voice,85000ت مکالمه ایرانسلی 15روزه 17000ت(اعتبار اصلی),85000T onnet call for 15Days 17000T (Main credit),8158581776,normal,,,,,
81586,voice,95000ت مکالمه ایرانسلی 15روزه 19000ت(اعتبار اصلی),95000T onnet call for 15Days 19000T (Main credit),8158681777,normal,,,,,
81587,voice,105000ت مکالمه ایرانسلی 15روزه 21000ت(اعتبار اصلی),105000T onnet call for 15Days 21000T (Main credit),8158781778,normal,,,,,
81588,voice,115000ت مکالمه ایرانسلی 15روزه 23000ت(اعتبار اصلی),115000T onnet call for 15Days 23000T (Main credit),8158881779,normal,,,,,
81589,voice,125000ت مکالمه ایرانسلی 15روزه 25000ت(اعتبار اصلی),125000T onnet call for 15Days 25000T (Main credit),8158981780,normal,,,,,
81590,voice,135000ت مکالمه ایرانسلی 15روزه 27000ت(اعتبار اصلی),135000T onnet call for 15Days 27000T (Main credit),8159081781,normal,,,,,
81591,voice,150000ت مکالمه ایرانسلی 15روزه 30000ت(اعتبار اصلی),150000T onnet call for 15Days 30000T (Main credit),8159181782,normal,,,,,
81592,voice,175000ت مکالمه ایرانسلی 15روزه 35000ت(اعتبار اصلی),175000T onnet call for 15Days 35000T (Main credit),8159281783,normal,,,,,
81593,voice,200000ت مکالمه ایرانسلی 15روزه 40000ت(اعتبار اصلی),200000T onnet call for 15Days 40000T (Main credit),8159381784,normal,,,,,
81594,voice,225000ت مکالمه ایرانسلی 15روزه 45000ت(اعتبار اصلی),225000T onnet call for 15Days 45000T (Main credit),8159481785,normal,,,,,
81595,voice,250000ت مکالمه ایرانسلی 15روزه 50000ت(اعتبار اصلی),250000T onnet call for 15Days 50000T (Main credit),8159581786,normal,,,,,
81596,voice,275000ت مکالمه ایرانسلی 15روزه 55000ت(اعتبار اصلی),275000T onnet call for 15Days 55000T (Main credit),8159681787,normal,,,,,
81597,voice,300000ت مکالمه ایرانسلی 15روزه 60000ت(اعتبار اصلی),300000T onnet call for 15Days 60000T (Main credit),8159781788,normal,,,,,
81598,voice,1500ت مکالمه ایرانسلی ماهانه 300ت(اعتبار اصلی),1500T onnet call monthly 300T (Main credit),8159881789,normal,,,,,
81599,voice,3000ت مکالمه ایرانسلی ماهانه 600ت(اعتبار اصلی),3000T onnet call monthly 600T (Main credit),8159981790,normal,,,,,
81600,voice,4500ت مکالمه ایرانسلی ماهانه 900ت(اعتبار اصلی),4500T onnet call monthly 900T (Main credit),8160081791,normal,,,,,
81601,voice,6000ت مکالمه ایرانسلی ماهانه 1200ت(اعتبار اصلی),6000T onnet call monthly 1200T (Main credit),8160181792,normal,,,,,
81602,voice,7500ت مکالمه ایرانسلی ماهانه 1500ت(اعتبار اصلی),7500T onnet call monthly 1500T (Main credit),8160281793,normal,,,,,
81603,voice,10000ت مکالمه ایرانسلی ماهانه 2000ت(اعتبار اصلی),10000T onnet call monthly 2000T (Main credit),8160381794,normal,,,,,
81604,voice,11000ت مکالمه ایرانسلی ماهانه 2200ت(اعتبار اصلی),11000T onnet call monthly 2200T (Main credit),8160481795,normal,,,,,
81605,voice,12500ت مکالمه ایرانسلی ماهانه 2500ت(اعتبار اصلی),12500T onnet call monthly 2500T (Main credit),8160581796,normal,,,,,
81606,voice,15000ت مکالمه ایرانسلی ماهانه 3000ت(اعتبار اصلی),15000T onnet call monthly 3000T (Main credit),8160681797,normal,,,,,
81607,voice,17500ت مکالمه ایرانسلی ماهانه 3500ت(اعتبار اصلی),17500T onnet call monthly 3500T (Main credit),8160781798,normal,,,,,
81608,voice,20000ت مکالمه ایرانسلی ماهانه 4000ت(اعتبار اصلی),20000T onnet call monthly 4000T (Main credit),8160881799,normal,,,,,
81609,voice,22500ت مکالمه ایرانسلی ماهانه 4500ت(اعتبار اصلی),22500T onnet call monthly 4500T (Main credit),8160981800,normal,,,,,
81610,voice,25000ت مکالمه ایرانسلی ماهانه 5000ت(اعتبار اصلی),25000T onnet call monthly 5000T  (Main credit),8161081801,normal,,,,,
81611,voice,27500ت مکالمه ایرانسلی ماهانه 5500ت(اعتبار اصلی),27500T onnet call monthly 5500T (Main credit),8161181802,normal,,,,,
81612,voice,30000ت مکالمه ایرانسلی ماهانه 6000ت(اعتبار اصلی),30000T onnet call monthly 6000T (Main credit),8161281803,normal,,,,,
81613,voice,32500ت مکالمه ایرانسلی ماهانه 6500ت(اعتبار اصلی),32500T onnet call monthly 6500T (Main credit),8161381804,normal,,,,,
81614,voice,35000ت مکالمه ایرانسلی ماهانه 7000ت(اعتبار اصلی),35000T onnet call monthly 7000T (Main credit),8161481805,normal,,,,,
81615,voice,37500ت مکالمه ایرانسلی ماهانه 7500ت(اعتبار اصلی),37500T onnet call monthly 7500T (Main credit),8161581806,normal,,,,,
81616,voice,40000ت مکالمه ایرانسلی ماهانه 8000ت(اعتبار اصلی),40000T onnet call monthly 8000T (Main credit),8161681807,normal,,,,,
81617,voice,42500ت مکالمه ایرانسلی ماهانه 8500ت(اعتبار اصلی),42500T onnet call monthly 8500T (Main credit),8161781808,normal,,,,,
81618,voice,45000ت مکالمه ایرانسلی ماهانه 9000ت(اعتبار اصلی),45000T onnet call monthly 9000T (Main credit),8161881809,normal,,,,,
81619,voice,47500ت مکالمه ایرانسلی ماهانه 9500ت(اعتبار اصلی),47500T onnet call monthly 9500T (Main credit),8161981810,normal,,,,,
81620,voice,50000ت مکالمه ایرانسلی ماهانه 10000ت(اعتبار اصلی),50000T onnet call monthly 10000T (Main credit),8162081811,normal,,,,,
81621,voice,55000ت مکالمه ایرانسلی ماهانه 11000ت(اعتبار اصلی),55000T onnet call monthly 11000T (Main credit),8162181812,normal,,,,,
81622,voice,60000ت مکالمه ایرانسلی ماهانه 12000ت(اعتبار اصلی),60000T onnet call monthly 12000T (Main credit),8162281813,normal,,,,,
81623,voice,65000ت مکالمه ایرانسلی ماهانه 13000ت(اعتبار اصلی),65000T onnet call monthly 13000T (Main credit),8162381814,normal,,,,,
81624,voice,70000ت مکالمه ایرانسلی ماهانه 14000ت(اعتبار اصلی),70000T onnet call monthly 14000T (Main credit),8162481815,normal,,,,,
81625,voice,75000ت مکالمه ایرانسلی ماهانه 15000ت(اعتبار اصلی),75000T onnet call monthly 15000T (Main credit),8162581816,normal,,,,,
81626,voice,80000ت مکالمه ایرانسلی ماهانه 16000ت(اعتبار اصلی),80000T onnet call monthly 16000T (Main credit),8162681817,normal,,,,,
81627,voice,85000ت مکالمه ایرانسلی ماهانه 17000ت(اعتبار اصلی),85000T onnet call monthly 17000T (Main credit),8162781818,normal,,,,,
81628,voice,90000ت مکالمه ایرانسلی ماهانه 18000ت(اعتبار اصلی),90000T onnet call monthly 18000T (Main credit),8162881819,normal,,,,,
81629,voice,95000ت مکالمه ایرانسلی ماهانه 19000ت(اعتبار اصلی),95000T onnet call monthly 19000T (Main credit),8162981820,normal,,,,,
81630,voice,100000ت مکالمه ایرانسلی ماهانه 20000ت(اعتبار اصلی),100000T onnet call monthly 20000T (Main credit),8163081821,normal,,,,,
81631,voice,105000ت مکالمه ایرانسلی ماهانه 21000ت(اعتبار اصلی),105000T onnet call monthly 21000T (Main credit),8163181822,normal,,,,,
81632,voice,115000ت مکالمه ایرانسلی ماهانه 23000ت(اعتبار اصلی),115000T onnet call monthly 23000T (Main credit),8163281823,normal,,,,,
81633,voice,120000ت مکالمه ایرانسلی ماهانه 24000ت(اعتبار اصلی),120000T onnet call monthly 24000T (Main credit),8163381824,normal,,,,,
81634,voice,125000ت مکالمه ایرانسلی ماهانه 25000ت(اعتبار اصلی),125000T onnet call monthly 25000T (Main credit),8163481825,normal,,,,,
81635,voice,135000ت مکالمه ایرانسلی ماهانه 27000ت(اعتبار اصلی),135000T onnet call monthly 27000T (Main credit),8163581826,normal,,,,,
81636,voice,150000ت مکالمه ایرانسلی ماهانه 30000ت(اعتبار اصلی),150000T onnet call monthly 30000T (Main credit),8163681827,normal,,,,,
81637,voice,165000ت مکالمه ایرانسلی ماهانه 33000ت(اعتبار اصلی),165000T onnet call monthly 33000T (Main credit),8163781828,normal,,,,,
81638,voice,180000ت مکالمه ایرانسلی ماهانه 36000ت(اعتبار اصلی),180000T onnet call monthly 36000T (Main credit),8163881829,normal,,,,,
81639,voice,200000ت مکالمه ایرانسلی ماهانه 40000ت(اعتبار اصلی),200000T onnet call monthly 40000T (Main credit),8163981830,normal,,,,,
81640,voice,225000ت مکالمه ایرانسلی ماهانه 45000ت(اعتبار اصلی),225000T onnet call monthly 45000T (Main credit),8164081831,normal,,,,,
81641,voice,250000ت مکالمه ایرانسلی ماهانه 50000ت(اعتبار اصلی),250000T onnet call monthly 50000T (Main credit),8164181832,normal,,,,,
81642,voice,275000ت مکالمه ایرانسلی ماهانه 55000ت(اعتبار اصلی),275000T onnet call monthly 55000T (Main credit),8164281833,normal,,,,,
81643,voice,300000ت مکالمه ایرانسلی ماهانه 60000ت(اعتبار اصلی),300000T onnet call monthly 60000T (Main credit),8164381834,normal,,,,,
81644,voice,330000ت مکالمه ایرانسلی ماهانه 66000ت(اعتبار اصلی),330000T onnet call monthly 66000T (Main credit),8164481835,normal,,,,,
81645,voice,350000ت مکالمه ایرانسلی ماهانه 70000ت(اعتبار اصلی),350000T onnet call monthly 70000T (Main credit),8164581836,normal,,,,,
81646,voice,400000ت مکالمه ایرانسلی ماهانه 80000ت(اعتبار اصلی),400000T onnet call monthly 80000T (Main credit),8164681837,normal,,,,,
81647,voice,450000ت مکالمه ایرانسلی ماهانه 90000ت(اعتبار اصلی),450000T onnet call monthly 90000T (Main credit),8164781838,normal,,,,,
81648,voice,500000ت مکالمه ایرانسلی ماهانه 100000ت(اعتبار اصلی),500000T onnet call monthly 100000T (Main credit),8164881839,normal,,,,,
81649,voice,550000ت مکالمه ایرانسلی ماهانه 110000ت(اعتبار اصلی),550000T onnet call monthly 110000T (Main credit),8164981840,normal,,,,,
81650,voice,600000ت مکالمه ایرانسلی ماهانه 120000ت(اعتبار اصلی),600000T onnet call monthly 120000T (Main credit),8165081841,normal,,,,,
81651,voice,650000ت مکالمه ایرانسلی ماهانه 130000ت(اعتبار اصلی),650000T onnet call monthly 130000T (Main credit),8165181842,normal,,,,,
81652,voice,700000ت مکالمه ایرانسلی ماهانه 140000ت(اعتبار اصلی),700000T onnet call monthly 140000T (Main credit),8165281843,normal,,,,,
81653,voice,750000ت مکالمه ایرانسلی ماهانه 150000ت(اعتبار اصلی),750000T onnet call monthly 150000T (Main credit),8165381844,normal,,,,,
81654,voice,800000ت مکالمه ایرانسلی ماهانه 160000ت(اعتبار اصلی),800000T onnet call monthly 160000T (Main credit),8165481845,normal,,,,,
81655,voice,850000ت مکالمه ایرانسلی ماهانه 170000ت(اعتبار اصلی),850000T onnet call monthly 170000T (Main credit),8165581846,normal,,,,,
81656,voice,900000ت مکالمه ایرانسلی ماهانه 180000ت(اعتبار اصلی),900000T onnet call monthly 180000T (Main credit),8165681847,normal,,,,,
81657,voice,950000ت مکالمه ایرانسلی ماهانه 190000ت(اعتبار اصلی),950000T onnet call monthly 190000T (Main credit),8165781848,normal,,,,,
81658,voice,1000000ت مکالمه ایرانسلی ماهانه 200000ت(اعتبار اصلی),1000000T onnet call monthly 200000T (Main credit),8165881849,normal,,,,,
81709,voice,2500ت مکالمه ایرانسلی روزانه 500ت(اعتبار هدیه),2500T onnet call Daily 500T(Free credit),8151881709,normal,,,,,
81710,voice,3000ت مکالمه ایرانسلی روزانه 600ت(اعتبار هدیه),3000T onnet call Daily 600T(Free credit),8151981710,normal,,,,,
81711,voice,5000ت مکالمه ایرانسلی روزانه 1000ت(اعتبار هدیه),5000T onnet call Daily 1000T(Free credit),8152081711,normal,,,,,
81712,voice,6000ت مکالمه ایرانسلی روزانه 1200ت(اعتبار هدیه),6000T onnet call Daily 1200T(Free credit),8152181712,normal,,,,,
81713,voice,7500ت مکالمه ایرانسلی روزانه 1500ت(اعتبار هدیه),7500T onnet call Daily 1500T(Free credit),8152281713,normal,,,,,
81714,voice,8500ت مکالمه ایرانسلی روزانه 1700ت(اعتبار هدیه),8500T onnet call Daily 1700T(Free credit),8152381714,normal,,,,,
81715,voice,10000ت مکالمه ایرانسلی روزانه 2000ت(اعتبار هدیه),10000T onnet call Daily 2000T(Free credit),8152481715,normal,,,,,
81716,voice,11000ت مکالمه ایرانسلی روزانه 2200ت(اعتبار هدیه),11000T onnet call Daily 2200T(Free credit),8152581716,normal,,,,,
81717,voice,12500ت مکالمه ایرانسلی روزانه 2500ت(اعتبار هدیه),12500T onnet call Daily 2500T(Free credit),8152681717,normal,,,,,
81718,voice,15000ت مکالمه ایرانسلی روزانه 3000ت(اعتبار هدیه),15000T onnet call Daily 3000T(Free credit),8152781718,normal,,,,,
81719,voice,17500ت مکالمه ایرانسلی روزانه 3500ت(اعتبار هدیه),17500T onnet call Daily 3500T(Free credit),8152881719,normal,,,,,
81720,voice,20000ت مکالمه ایرانسلی روزانه 4000ت(اعتبار هدیه),20000T onnet call Daily 4000T(Free credit),8152981720,normal,,,,,
81721,voice,22500ت مکالمه ایرانسلی روزانه 4500ت(اعتبار هدیه),22500T onnet call Daily 4500T(Free credit),8153081721,normal,,,,,
81722,voice,25000ت مکالمه ایرانسلی روزانه 5000ت(اعتبار هدیه),25000T onnet call Daily 5000T(Free credit),8153181722,normal,,,,,
81723,voice,27500ت مکالمه ایرانسلی روزانه 5500ت(اعتبار هدیه),27500T onnet call Daily 5500T(Free credit),8153281723,normal,,,,,
81724,voice,30000ت مکالمه ایرانسلی روزانه 6000ت(اعتبار هدیه),30000T onnet call Daily 6000T(Free credit),8153381724,normal,,,,,
81725,voice,35000ت مکالمه ایرانسلی روزانه 7000ت(اعتبار هدیه),35000T onnet call Daily 7000T(Free credit),8153481725,normal,,,,,
81726,voice,40000ت مکالمه ایرانسلی روزانه 8000ت(اعتبار هدیه),40000T onnet call Daily 8000T(Free credit),8153581726,normal,,,,,
81727,voice,45000ت مکالمه ایرانسلی روزانه 9000ت(اعتبار هدیه),45000T onnet call Daily 9000T(Free credit),8153681727,normal,,,,,
81728,voice,50000ت مکالمه ایرانسلی روزانه 10000ت(اعتبار هدیه),50000T onnet call Daily 10000T(Free credit),8153781728,normal,,,,,
81729,voice,5000ت مکالمه ایرانسلی هفتگی 1000ت(اعتبار هدیه),5000T onnet call Weekly 1000T(Free credit),8153881729,normal,,,,,
81730,voice,5500ت مکالمه ایرانسلی هفتگی 1100ت(اعتبار هدیه),5500T onnet call Weekly 1100T(Free credit),8153981730,normal,,,,,
81731,voice,6000ت مکالمه ایرانسلی هفتگی 1200ت(اعتبار هدیه),6000T onnet call Weekly 1200T(Free credit),8154081731,normal,,,,,
81732,voice,7500ت مکالمه ایرانسلی هفتگی 1500ت(اعتبار هدیه),7500T onnet call Weekly 1500T(Free credit),8154181732,normal,,,,,
81733,voice,9000ت مکالمه ایرانسلی هفتگی 1800ت(اعتبار هدیه),9000T onnet call Weekly 1800T(Free credit),8154281733,normal,,,,,
81734,voice,10000ت مکالمه ایرانسلی هفتگی 2000ت(اعتبار هدیه),10000T onnet call Weekly 2000T(Free credit),8154381734,normal,,,,,
81735,voice,12500ت مکالمه ایرانسلی هفتگی 2500ت(اعتبار هدیه),12500T onnet call Weekly 2500T(Free credit),8154481735,normal,,,,,
81736,voice,15000ت مکالمه ایرانسلی هفتگی 3000ت(اعتبار هدیه),15000T onnet call Weekly 3000T(Free credit),8154581736,normal,,,,,
81737,voice,17500ت مکالمه ایرانسلی هفتگی 3500ت(اعتبار هدیه),17500T onnet call Weekly 3500T(Free credit),8154681737,normal,,,,,
81738,voice,20000ت مکالمه ایرانسلی هفتگی 4000ت(اعتبار هدیه),20000T onnet call Weekly 4000T(Free credit),8154781738,normal,,,,,
81739,voice,22500ت مکالمه ایرانسلی هفتگی 4500ت(اعتبار هدیه),22500T onnet call Weekly 4500T(Free credit),8154881739,normal,,,,,
81740,voice,25000ت مکالمه ایرانسلی هفتگی 5000ت(اعتبار هدیه),25000T onnet call Weekly 5000T(Free credit),8154981740,normal,,,,,
81741,voice,27500ت مکالمه ایرانسلی هفتگی 5500ت(اعتبار هدیه),27500T onnet call Weekly 5500T(Free credit),8155081741,normal,,,,,
81742,voice,30000ت مکالمه ایرانسلی هفتگی 6000ت(اعتبار هدیه),30000T onnet call Weekly 6000T(Free credit),8155181742,normal,,,,,
81743,voice,33000ت مکالمه ایرانسلی هفتگی 6600ت(اعتبار هدیه),33000T onnet call Weekly 6600T(Free credit),8155281743,normal,,,,,
81744,voice,35000ت مکالمه ایرانسلی هفتگی 7000ت(اعتبار هدیه),35000T onnet call Weekly 7000T(Free credit),8155381744,normal,,,,,
81745,voice,38500ت مکالمه ایرانسلی هفتگی 7700ت(اعتبار هدیه),38500T onnet call Weekly 7700T(Free credit),8155481745,normal,,,,,
81746,voice,40000ت مکالمه ایرانسلی هفتگی 8000ت(اعتبار هدیه),40000T onnet call Weekly 8000T(Free credit),8155581746,normal,,,,,
81747,voice,44000ت مکالمه ایرانسلی هفتگی 8800ت(اعتبار هدیه),44000T onnet call Weekly 8800T(Free credit),8155681747,normal,,,,,
81748,voice,47000ت مکالمه ایرانسلی هفتگی 9400ت(اعتبار هدیه),47000T onnet call Weekly 9400T(Free credit),8155781748,normal,,,,,
81749,voice,50000ت مکالمه ایرانسلی هفتگی 10000ت(اعتبار هدیه),50000T onnet call Weekly 10000T(Free credit),8155881749,normal,,,,,
81750,voice,55000ت مکالمه ایرانسلی هفتگی 11000ت(اعتبار هدیه),55000T onnet call Weekly 11000T(Free credit),8155981750,normal,,,,,
81751,voice,60000ت مکالمه ایرانسلی هفتگی 12000ت(اعتبار هدیه),60000T onnet call Weekly 12000T(Free credit),8156081751,normal,,,,,
81752,voice,65000ت مکالمه ایرانسلی هفتگی 13000ت(اعتبار هدیه),65000T onnet call Weekly 13000T(Free credit),8156181752,normal,,,,,
81753,voice,70000ت مکالمه ایرانسلی هفتگی 14000ت(اعتبار هدیه),70000T onnet call Weekly 14000T(Free credit),8156281753,normal,,,,,
81754,voice,80000ت مکالمه ایرانسلی هفتگی 16000ت(اعتبار هدیه),80000T onnet call Weekly 16000T(Free credit),8156381754,normal,,,,,
81755,voice,90000ت مکالمه ایرانسلی هفتگی 18000ت(اعتبار هدیه),90000T onnet call Weekly 18000T(Free credit),8156481755,normal,,,,,
81756,voice,100000ت مکالمه ایرانسلی هفتگی 20000ت(اعتبار هدیه),100000T onnet call Weekly 20000T(Free credit),8156581756,normal,,,,,
81757,voice,110000ت مکالمه ایرانسلی هفتگی 22000ت(اعتبار هدیه),110000T onnet call Weekly 22000T(Free credit),8156681757,normal,,,,,
81758,voice,125000ت مکالمه ایرانسلی هفتگی 25000ت(اعتبار هدیه),125000T onnet call Weekly 25000T(Free credit),8156781758,normal,,,,,
81759,voice,150000ت مکالمه ایرانسلی هفتگی 30000ت(اعتبار هدیه),150000T onnet call Weekly 30000T(Free credit),8156881759,normal,,,,,
81760,voice,15000ت مکالمه ایرانسلی 15روزه 3000ت(اعتبار هدیه),15000T onnet call for 15Days 3000T(Free credit),8156981760,normal,,,,,
81761,voice,17500ت مکالمه ایرانسلی 15روزه 3500ت(اعتبار هدیه),17500T onnet call for 15Days 3500T(Free credit),8157081761,normal,,,,,
81762,voice,20000ت مکالمه ایرانسلی 15روزه 4000ت(اعتبار هدیه),20000T onnet call for 15Days 4000T(Free credit),8157181762,normal,,,,,
81763,voice,22500ت مکالمه ایرانسلی 15روزه 4500ت(اعتبار هدیه),22500T onnet call for 15Days 4500T(Free credit),8157281763,normal,,,,,
81764,voice,25000ت مکالمه ایرانسلی 15روزه 5000ت(اعتبار هدیه),25000T onnet call for 15Days 5000T(Free credit),8157381764,normal,,,,,
81765,voice,27500ت مکالمه ایرانسلی 15روزه 5500ت(اعتبار هدیه),27500T onnet call for 15Days 5500T(Free credit),8157481765,normal,,,,,
81766,voice,30000ت مکالمه ایرانسلی 15روزه 6000ت(اعتبار هدیه),30000T onnet call for 15Days 6000T(Free credit),8157581766,normal,,,,,
81767,voice,35000ت مکالمه ایرانسلی 15روزه 7000ت(اعتبار هدیه),35000T onnet call for 15Days 7000T(Free credit),8157681767,normal,,,,,
81768,voice,40000ت مکالمه ایرانسلی 15روزه 8000ت(اعتبار هدیه),40000T onnet call for 15Days 8000T(Free credit),8157781768,normal,,,,,
81769,voice,45000ت مکالمه ایرانسلی 15روزه 9000ت(اعتبار هدیه),45000T onnet call for 15Days 9000T(Free credit),8157881769,normal,,,,,
81770,voice,50000ت مکالمه ایرانسلی 15روزه 10000ت(اعتبار هدیه),50000T onnet call for 15Days 10000T(Free credit),8157981770,normal,,,,,
81771,voice,55000ت مکالمه ایرانسلی 15روزه 11000ت(اعتبار هدیه),55000T onnet call for 15Days 11000T(Free credit),8158081771,normal,,,,,
81772,voice,60000ت مکالمه ایرانسلی 15روزه 12000ت(اعتبار هدیه),60000T onnet call for 15Days 12000T(Free credit),8158181772,normal,,,,,
81773,voice,65000ت مکالمه ایرانسلی 15روزه 13000ت(اعتبار هدیه),65000T onnet call for 15Days 13000T(Free credit),8158281773,normal,,,,,
81774,voice,70000ت مکالمه ایرانسلی 15روزه 14000ت(اعتبار هدیه),70000T onnet call for 15Days 14000T(Free credit),8158381774,normal,,,,,
81775,voice,75000ت مکالمه ایرانسلی 15روزه 15000ت(اعتبار هدیه),75000T onnet call for 15Days 15000T(Free credit),8158481775,normal,,,,,
81776,voice,85000ت مکالمه ایرانسلی 15روزه 17000ت(اعتبار هدیه),85000T onnet call for 15Days 17000T(Free credit),8158581776,normal,,,,,
81777,voice,95000ت مکالمه ایرانسلی 15روزه 19000ت(اعتبار هدیه),95000T onnet call for 15Days 19000T(Free credit),8158681777,normal,,,,,
81778,voice,105000ت مکالمه ایرانسلی 15روزه 21000ت(اعتبار هدیه),105000T onnet call for 15Days 21000T(Free credit),8158781778,normal,,,,,
81779,voice,115000ت مکالمه ایرانسلی 15روزه 23000ت(اعتبار هدیه),115000T onnet call for 15Days 23000T(Free credit),8158881779,normal,,,,,
81780,voice,125000ت مکالمه ایرانسلی 15روزه 25000ت(اعتبار هدیه),125000T onnet call for 15Days 25000T(Free credit),8158981780,normal,,,,,
81781,voice,135000ت مکالمه ایرانسلی 15روزه 27000ت(اعتبار هدیه),135000T onnet call for 15Days 27000T(Free credit),8159081781,normal,,,,,
81782,voice,150000ت مکالمه ایرانسلی 15روزه 30000ت(اعتبار هدیه),150000T onnet call for 15Days 30000T(Free credit),8159181782,normal,,,,,
81783,voice,175000ت مکالمه ایرانسلی 15روزه 35000ت(اعتبار هدیه),175000T onnet call for 15Days 35000T(Free credit),8159281783,normal,,,,,
81784,voice,200000ت مکالمه ایرانسلی 15روزه 40000ت(اعتبار هدیه),200000T onnet call for 15Days 40000T(Free credit),8159381784,normal,,,,,
81785,voice,225000ت مکالمه ایرانسلی 15روزه 45000ت(اعتبار هدیه),225000T onnet call for 15Days 45000T(Free credit),8159481785,normal,,,,,
81786,voice,250000ت مکالمه ایرانسلی 15روزه 50000ت(اعتبار هدیه),250000T onnet call for 15Days 50000T(Free credit),8159581786,normal,,,,,
81787,voice,275000ت مکالمه ایرانسلی 15روزه 55000ت(اعتبار هدیه),275000T onnet call for 15Days 55000T(Free credit),8159681787,normal,,,,,
